queue_rank,task_id,target_phase,synthesis_family,route_prediction,current_source,current_template,current_cost,current_points,target_cost,projected_gain_to_target,priority_score,required_system,first_action,preferred_lowerings,reject_lowerings,proof_requirements,worker_acceptance,leakage_risk,private_risk
126,358,phase2_7000_submit_safe,signature_lookup_current,sparse_edit_or_object_completion,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,15757,15.334960010037955,3000,1.6586724223118008,27.601764213080052,lookup compression and rule extraction,mine train/test signatures for invariant features; fit a shallow decision tree or affine hash over colors/shapes/anchors; attempt DSL replacement before another lookup variant,small Gather over learned color roles; constant Slice/Gather for extracted crop cases; initializer-pruned decision tree,large per-example ScatterND coordinate table; full arc-gen memorization; dynamic hash table with large MatMul,all train/test examples pass; arc-gen sample pass; rule description does not mention hidden labels; cost is lower than current selected ONNX,"task358: validation pass, cost < 15757, target cost <= 3000, static/banned-op gate pass",high,high until replaced by rule
127,351,phase2_7000_submit_safe,signature_lookup_current,crop_or_resize,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,15683,15.339667397865576,3000,1.6539650344841803,27.54998294697623,lookup compression and rule extraction,mine train/test signatures for invariant features; fit a shallow decision tree or affine hash over colors/shapes/anchors; attempt DSL replacement before another lookup variant,small Gather over learned color roles; constant Slice/Gather for extracted crop cases; initializer-pruned decision tree,large per-example ScatterND coordinate table; full arc-gen memorization; dynamic hash table with large MatMul,all train/test examples pass; arc-gen sample pass; rule description does not mention hidden labels; cost is lower than current selected ONNX,"task351: validation pass, cost < 15683, target cost <= 3000, static/banned-op gate pass",high,high until replaced by rule
128,199,phase2_7000_submit_safe,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,16157,15.30989132872317,3000,1.683741103626586,27.527519707542687,seed-to-pattern grammar,"identify seed colors and directions; enumerate rays, periodic diagonal shifts, boxes, and reflected motifs; bind colors through roles rather than absolute labels when possible",constant affine coordinate masks; small Conv kernels for line detection; Gather/Where over precomputed row-column masks,per-cell ScatterND table; full-grid iterative ray propagation; Where chain over all periods,direction/period inferred from train examples; sample validation pass; private-like rule note names the invariant; cost is lower than current selected ONNX,"task199: validation pass, cost < 16157, target cost <= 3000, static/banned-op gate pass",medium,medium
129,58,phase2_7000_submit_safe,point_to_line_pattern,same_shape_global_transform,afr1ste_5689_artifact,baseline,16105,15.313114938234701,3000,1.6805174941150547,27.492060002915846,seed-to-pattern grammar,"identify seed colors and directions; enumerate rays, periodic diagonal shifts, boxes, and reflected motifs; bind colors through roles rather than absolute labels when possible",constant affine coordinate masks; small Conv kernels for line detection; Gather/Where over precomputed row-column masks,per-cell ScatterND table; full-grid iterative ray propagation; Where chain over all periods,direction/period inferred from train examples; sample validation pass; private-like rule note names the invariant; cost is lower than current selected ONNX,"task058: validation pass, cost < 16105, target cost <= 3000, static/banned-op gate pass",medium,medium
130,44,phase2_7000_submit_safe,signature_lookup_current,sparse_edit_or_object_completion,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,15483,15.352502073183164,3000,1.641130359166592,27.408801518482758,lookup compression and rule extraction,mine train/test signatures for invariant features; fit a shallow decision tree or affine hash over colors/shapes/anchors; attempt DSL replacement before another lookup variant,small Gather over learned color roles; constant Slice/Gather for extracted crop cases; initializer-pruned decision tree,large per-example ScatterND coordinate table; full arc-gen memorization; dynamic hash table with large MatMul,all train/test examples pass; arc-gen sample pass; rule description does not mention hidden labels; cost is lower than current selected ONNX,"task044: validation pass, cost < 15483, target cost <= 3000, static/banned-op gate pass",high,high until replaced by rule
131,57,phase2_7000_submit_safe,signature_lookup_current,crop_or_resize,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,15459,15.354053363003667,3000,1.6395790693460892,27.391737330457225,lookup compression and rule extraction,mine train/test signatures for invariant features; fit a shallow decision tree or affine hash over colors/shapes/anchors; attempt DSL replacement before another lookup variant,small Gather over learned color roles; constant Slice/Gather for extracted crop cases; initializer-pruned decision tree,large per-example ScatterND coordinate table; full arc-gen memorization; dynamic hash table with large MatMul,all train/test examples pass; arc-gen sample pass; rule description does not mention hidden labels; cost is lower than current selected ONNX,"task057: validation pass, cost < 15459, target cost <= 3000, static/banned-op gate pass",high,high until replaced by rule
132,365,phase2_7000_submit_safe,signature_lookup_current,crop_or_resize,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,15459,15.354053363003667,3000,1.6395790693460892,27.391737330457225,lookup compression and rule extraction,mine train/test signatures for invariant features; fit a shallow decision tree or affine hash over colors/shapes/anchors; attempt DSL replacement before another lookup variant,small Gather over learned color roles; constant Slice/Gather for extracted crop cases; initializer-pruned decision tree,large per-example ScatterND coordinate table; full arc-gen memorization; dynamic hash table with large MatMul,all train/test examples pass; arc-gen sample pass; rule description does not mention hidden labels; cost is lower than current selected ONNX,"task365: validation pass, cost < 15459, target cost <= 3000, static/banned-op gate pass",high,high until replaced by rule
133,400,phase2_7000_submit_safe,signature_lookup_current,crop_or_resize,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,15459,15.354053363003667,3000,1.6395790693460892,27.391737330457225,lookup compression and rule extraction,mine train/test signatures for invariant features; fit a shallow decision tree or affine hash over colors/shapes/anchors; attempt DSL replacement before another lookup variant,small Gather over learned color roles; constant Slice/Gather for extracted crop cases; initializer-pruned decision tree,large per-example ScatterND coordinate table; full arc-gen memorization; dynamic hash table with large MatMul,all train/test examples pass; arc-gen sample pass; rule description does not mention hidden labels; cost is lower than current selected ONNX,"task400: validation pass, cost < 15459, target cost <= 3000, static/banned-op gate pass",high,high until replaced by rule
134,247,phase2_7000_submit_safe,signature_lookup_current,crop_or_resize,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,15339,15.361846116251892,3000,1.6317863160978643,27.30601704472675,lookup compression and rule extraction,mine train/test signatures for invariant features; fit a shallow decision tree or affine hash over colors/shapes/anchors; attempt DSL replacement before another lookup variant,small Gather over learned color roles; constant Slice/Gather for extracted crop cases; initializer-pruned decision tree,large per-example ScatterND coordinate table; full arc-gen memorization; dynamic hash table with large MatMul,all train/test examples pass; arc-gen sample pass; rule description does not mention hidden labels; cost is lower than current selected ONNX,"task247: validation pass, cost < 15339, target cost <= 3000, static/banned-op gate pass",high,high until replaced by rule
135,368,phase2_7000_submit_safe,signature_lookup_current,sparse_edit_or_object_completion,exp023_graph_surgery_exp016_surgery_prune_unused_initializers,surgery_prune_unused_initializers,15056,15.38046813817484,3000,1.6131642941749167,27.10117480357433,lookup compression and rule extraction,mine train/test signatures for invariant features; fit a shallow decision tree or affine hash over colors/shapes/anchors; attempt DSL replacement before another lookup variant,small Gather over learned color roles; constant Slice/Gather for extracted crop cases; initializer-pruned decision tree,large per-example ScatterND coordinate table; full arc-gen memorization; dynamic hash table with large MatMul,all train/test examples pass; arc-gen sample pass; rule description does not mention hidden labels; cost is lower than current selected ONNX,"task368: validation pass, cost < 15056, target cost <= 3000, static/banned-op gate pass",high,high until replaced by rule
